poblacion,fecha,hora,nivel,carretera,pk_inicial,pk_final,sentido,longitud,latitud
Getxo,2007-07-16,23:15:17,Blanco,N-637,9,9,Barakaldo,-2.985246,43.29098
Bilbao,2007-07-16,23:20:09,Blanco,N-637,10,10,Barakaldo,-2.973928,43.29555
Getxo,2007-07-16,23:15:17,Blanco,N-637,9,9,Barakaldo,-2.985246,43.29098
Basauri,2007-07-16,21:39:27,Blanco,A-8,111,113,CANTABRIA,-2.883459,43.231
Arrigorriaga,2007-07-15,22:32:32,Blanco,A-8,113,113,CANTABRIA,-2.908069,43.23378
Barakaldo,2007-07-16,00:07:51,Blanco,N-637,9,10,Galdakao,-2.985097,43.29096
Arrieta,2007-07-15,22:32:32,Blanco,A-8,113,113,CANTABRIA,-2.908069,43.23378
Bilbao,2007-07-14,22:46:57,Blanco,A-8,118,118,IRUN,-2.95362,43.2578
Bilbao,2007-07-14,22:46:57,Blanco,A-8,118,118,IRUN,-2.95362,43.2578
Bilbao,2007-07-14,22:46:08,Blanco,A-8,118,118,CANTABRIA,-2.95336,43.25788
Gees,2007-07-13,09:28:20,Blanco,BI-636,14,14,BILBAO,-3.033625,43.21482
Gees,2007-07-13,09:28:20,Blanco,BI-636,14,14,BILBAO,-3.033625,43.21482
Barakaldo,2007-07-13,08:24:42,Blanco,BI-4743,8,8,EL REGATO (BARAKALDO),-2.98935,43.28431
Bilbao,2007-07-13,07:56:15,Blanco,A-8,133,133,CANTABRIA,-3.08888,43.32966
Erandio,2007-06-21,22:55:12,Blanco,BI-604,4,5,ASUA,-2.95606,43.27935
Arrigorriaga,2007-07-12,21:45:44,Blanco,A-8,113,113,CANTABRIA,-2.908069,43.23378
Barakaldo,2007-07-12,23:01:49,Blanco,N-637,9,10,Galdakao,-2.985097,43.29096
Bilbao,2007-07-12,22:02:22,Blanco,A-8,118,118,IRUN,-2.95362,43.2578
Bilbao,2007-07-12,22:01:34,Blanco,A-8,118,118,CANTABRIA,-2.95336,43.25788
Arrigorriaga,2007-07-12,21:45:44,Blanco,A-8,113,113,CANTABRIA,-2.908069,43.23378
Santurtzi,2007-07-11,15:53:19,Blanco,N-644,131,131,Bilbao,-3.047636,43.33763
Barakaldo,2007-07-12,23:01:49,Blanco,N-637,9,10,Galdakao,-2.985097,43.29096
Bilbao,2007-07-12,21:45:44,Blanco,A-8,113,113,CANTABRIA,-2.908069,43.23378
Bilbao,2007-07-12,22:01:34,Blanco,A-8,118,118,CANTABRIA,-2.95336,43.25788
Bilbao,2007-07-12,22:02:22,Blanco,A-8,118,118,IRUN,-2.95362,43.2578
Bilbao,2007-07-12,21:45:44,Blanco,A-8,113,113,CANTABRIA,-2.908069,43.23378
Barakaldo,2007-07-12,11:44:01,Blanco,BI-4743,8,8,EL REGATO (BARAKALDO),-2.98935,43.28431
,2007-07-12,08:22:02,Blanco,A-8,137,137,CANTABRIA,-3.12718,43.34204
Barakaldo,2007-07-11,23:08:11,Blanco,N-637,9,10,Barakaldo,-2.985246,43.29098
Bilbao,2007-07-11,21:46:30,Blanco,A-8,118,118,CANTABRIA,-2.95336,43.25788
Bilbao,2007-07-11,21:47:28,Blanco,A-8,118,118,IRUN,-2.95362,43.2578
Bilbao,2007-07-11,21:46:30,Blanco,A-8,118,118,CANTABRIA,-2.95336,43.25788
Santurtzi,2007-07-11,15:53:19,Blanco,N-644,131,131,Bilbao,-3.047636,43.33763
Galdakao,2007-07-11,10:57:15,Blanco,N-637,17,17,Galdakao,-2.903674,43.28876
,2007-07-11,10:57:15,Blanco,N-637,17,17,Galdakao,-2.903674,43.28876
Balmaseda,2007-07-11,08:48:26,Amarillo,BI-624,66,66,BALMASEDA,-3.20661,43.17956
Muskiz,2007-07-11,08:40:39,Blanco,A-8,136,136,CANTABRIA,-3.11618,43.33962
Barakaldo,2007-07-10,23:35:29,Blanco,N-637,9,10,Barakaldo,-2.985246,43.29098
Bilbao,2007-07-10,21:42:57,Blanco,A-8,118,118,CANTABRIA,-2.95336,43.25788
Bilbao,2007-07-10,21:44:16,Blanco,A-8,119,119,IRUN,-2.96165,43.26411
Bilbao,2007-07-10,21:42:57,Blanco,A-8,118,118,CANTABRIA,-2.95336,43.25788
,2007-07-10,09:07:21,Blanco,N-637,17,17,Barakaldo,-2.903443,43.28884
,2007-07-10,09:07:21,Blanco,N-637,17,17,Barakaldo,-2.903443,43.28884
,2007-07-10,09:07:21,Blanco,N-637,17,17,Barakaldo,-2.903443,43.28884
Alonsotegi,2007-07-09,09:30:58,Blanco,BI-636,8,8,CADAGUA,-2.983028,43.24574
Bilbao,2007-07-09,22:18:21,Blanco,A-8,118,118,IRUN,-2.95362,43.2578
Bilbao,2007-07-09,22:16:55,Blanco,A-8,118,118,CANTABRIA,-2.95336,43.25788
Erandio,2007-06-21,22:55:12,Blanco,BI-604,4,5,ASUA,-2.95606,43.27935
,2007-07-09,09:30:58,Blanco,BI-636,8,8,CADAGUA,-2.983028,43.24574
Arrigorriaga,2007-07-09,08:39:36,Blanco,AP-68,7,7,BILBAO,-2.896871,43.18217
,2007-07-09,07:38:04,Blanco,AP-68,19,19,BILBAO,-2.918417,43.09539
Galdakao,2007-07-06,21:47:32,Blanco,N-637,27,28,Galdakao,-2.803451,43.24778
Galdakao,2007-07-06,21:47:32,Blanco,N-637,27,28,Galdakao,-2.803451,43.24778
,2007-07-06,00:28:22,Blanco,N-633,9,9,AEROPUERTO DE LOIU,-2.88083,43.28849
Zaratamo,2007-07-05,22:08:29,Blanco,BI-625,385,385,BILBAO,-2.88029,43.21714
Bilbao,2007-07-05,22:00:04,Blanco,A-8,118,118,IRUN,-2.95362,43.2578
Bilbao,2007-07-05,21:59:03,Blanco,A-8,118,118,CANTABRIA,-2.95336,43.25788
Barakaldo,2007-07-05,11:04:11,Amarillo,BI-4743,11,11,EL REGATO (BARAKALDO),-3.00602,43.26625
Valle de Trpaga-Trapagaran,2007-07-05,09:22:50,Blanco,A-8,131,131,CANTABRIA,-3.06688,43.32718
,2007-07-05,11:04:11,Blanco,BI-4743,11,11,EL REGATO (BARAKALDO),-3.00602,43.26625
Valle de Trpaga-Trapagaran,2007-07-05,09:22:50,Blanco,A-8,131,131,IRUN,-3.06707,43.32707
,2007-07-05,11:04:11,Blanco,BI-4743,11,11,EL REGATO (BARAKALDO),-3.00602,43.26625
Valle de Trpaga-Trapagaran,2007-07-05,09:22:50,Blanco,A-8,131,131,IRUN,-3.06707,43.32707
Valle de Trpaga-Trapagaran,2007-07-05,09:22:50,Blanco,A-8,131,131,IRUN,-3.06707,43.32707
,2007-07-04,23:07:41,Blanco,A-8,129,129,CANTABRIA,-3.04802,43.31637
Bilbao,2007-07-04,22:23:24,Blanco,A-8,118,118,CANTABRIA,-2.95336,43.25788
,2007-07-04,09:50:26,Blanco,A-8,102,103,IRUN,-2.78204,43.23156
,2007-07-04,08:49:29,Blanco,A-8,128,128,CANTABRIA,-3.03744,43.31263
,2007-07-03,22:37:58,Blanco,A-8,117,117,CANTABRIA,-2.94514,43.25163
,2007-07-03,22:37:58,Blanco,A-8,118,118,CANTABRIA,-2.95336,43.25788
,2007-07-03,22:34:19,Blanco,A-8,118,118,IRUN,-2.95362,43.2578
Basauri,2007-07-03,21:58:32,Blanco,A-8,110,111,CANTABRIA,-2.87165,43.23132
,2007-07-03,21:34:17,Amarillo,BI-636,10,10,BILBAO,-3.004337,43.23591
Santurtzi,2007-07-03,16:28:51,Blanco,N-644,131,131,Bilbao,-3.047636,43.33763
Santurtzi,2007-07-03,16:28:51,Blanco,N-644,131,131,Bilbao,-3.047636,43.33763
Alonsotegi,2007-07-03,14:35:14,Amarillo,BI-636,10,10,BILBAO,-3.004337,43.23591
,2007-07-03,14:35:14,Amarillo,BI-636,10,10,BILBAO,-3.004337,43.23591
,2007-07-03,14:35:14,Blanco,BI-636,10,10,BILBAO,-3.004337,43.23591
,2007-07-02,22:52:07,Blanco,A-8,118,118,IRUN,-2.95362,43.2578
Bilbao,2007-07-02,22:03:52,Blanco,A-8,114,114,IRUN,-2.91894,43.23552
Muskiz,2007-07-02,11:04:19,Blanco,N-634,133,133,SANTANDER,-3.126387,43.32445
,2007-07-02,11:04:19,Blanco,N-634,133,133,SANTANDER,-3.126387,43.32445
Amorebieta-Etxano,2007-07-01,23:45:03,Amarillo,N-634,91,90,DONOSTIA/SAN SEBASTIN,-2.725089,43.21797
Bilbao,2007-07-01,22:33:51,Blanco,A-8,115,115,IRUN,-2.92753,43.24161
Bilbao,2007-06-30,22:56:25,Amarillo,A-8,118,118,IRUN,-2.95362,43.2578
Bilbao,2007-06-30,22:55:39,Amarillo,A-8,118,118,CANTABRIA,-2.95336,43.25788
Bilbao,2007-06-25,10:30:04,Blanco,BI-3742,6,7,KASTRESANA,-2.97362,43.26924
Erandio,2007-06-21,22:55:12,Blanco,BI-604,4,5,ASUA,-2.95606,43.27935
,2007-06-29,16:11:24,Amarillo,BI-630,38,38,CARRANZA,-3.21856,43.24009
,2007-06-29,16:11:24,Amarillo,BI-630,38,38,CARRANZA,-3.21856,43.24009
Gees,2007-06-29,09:04:30,Blanco,BI-636,14,14,BILBAO,-3.033625,43.21482
Bilbao,2007-06-29,03:16:01,Blanco,A-8,115,115,CANTABRIA,-2.927724,43.24221
Bilbao,2007-06-28,23:33:22,Blanco,A-8,118,118,CANTABRIA,-2.95336,43.25788
Bilbao,2007-06-29,01:24:08,Blanco,A-8,118,118,IRUN,-2.95362,43.2578
Barakaldo,2007-06-29,00:02:12,Blanco,A-8,125,125,CANTABRIA,-3.01544,43.29313
Bilbao,2007-06-28,23:33:22,Blanco,A-8,118,118,CANTABRIA,-2.95336,43.25788
Ortuella,2007-06-28,22:33:14,Blanco,A-8,127,127,CANTABRIA,-3.02809,43.30814
Bilbao,2007-06-28,22:10:08,Amarillo,A-8,116,116,CANTABRIA,-2.93578,43.2479
Gordexola,2007-06-28,21:04:49,Blanco,BI-636,17,17,CADAGUA,-3.05277,43.19161
Galdakao,2007-06-28,08:50:24,Blanco,N-634,99,99,SANTANDER,-2.81734,43.23225
,2007-06-28,08:50:24,Blanco,N-634,99,99,SANTANDER,-2.81734,43.23225
,2007-06-27,22:21:09,Blanco,AP-68,9,9,BILBAO,-2.91544,43.17173
Barakaldo,2007-06-27,23:02:29,Blanco,A-8,124,124,IRUN,-3.005,43.28859
Barakaldo,2007-06-27,23:02:29,Blanco,A-8,124,124,IRUN,-3.005,43.28859
Barakaldo,2007-06-27,23:02:29,Blanco,A-8,124,124,IRUN,-3.005,43.28859
Bilbao,2007-06-27,22:41:58,Blanco,A-8,118,118,IRUN,-2.95362,43.2578
Bilbao,2007-06-27,22:40:38,Blanco,A-8,118,118,CANTABRIA,-2.95336,43.25788
Barakaldo,2007-06-27,22:24:12,Blanco,A-8,125,125,CANTABRIA,-3.01544,43.29313
,2007-06-27,22:21:09,Blanco,AP-68,9,9,BILBAO,-2.91544,43.17173
,2007-06-27,21:20:39,Blanco,BI-636,17,17,BILBAO,-3.05277,43.19161
,2007-06-27,17:45:16,Blanco,AP-68,6,6,ZARAGOZA,-2.89627,43.19152
,2007-06-27,17:45:16,Blanco,AP-68,6,6,ZARAGOZA,-2.89627,43.19152
,2007-06-27,17:45:16,Blanco,AP-68,4,4,BILBAO,-2.893752,43.20781
,2007-06-27,17:45:16,Blanco,AP-68,4,4,BILBAO,-2.893752,43.20781
,2007-06-27,08:17:53,Blanco,AP-68,9,9,BILBAO,-2.91544,43.17173
,2007-06-27,08:17:53,Blanco,AP-68,14,14,BILBAO,-2.93247,43.13451
Arrigorriaga,2007-06-27,08:17:53,Blanco,AP-68,6,6,BILBAO,-2.895705,43.19079
Berango,2007-06-27,03:20:23,Blanco,BI-3737,17,18,SOPELANA,-3.00573,43.35443
,2007-06-26,22:34:08,Blanco,A-8,123,123,CANTABRIA,-2.994162,43.28455
Bilbao,2007-06-26,23:39:36,Blanco,A-8,118,118,CANTABRIA,-2.95336,43.25788
,2007-06-26,23:07:26,Blanco,BI-3737,18,18,SOPELANA,-3.000354,43.34823
,2007-06-26,23:07:26,Blanco,BI-3737,18,18,SOPELANA,-3.000354,43.34823
Bilbao,2007-06-26,22:34:08,Blanco,A-8,122,122,CANTABRIA,-2.985859,43.28236
,2007-06-26,22:10:25,Blanco,A-8,125,125,CANTABRIA,-3.01544,43.29313
Muskiz,2007-06-26,00:29:06,Blanco,A-8,130,130,CANTABRIA,-3.055796,43.3228
Bilbao,2007-06-25,22:44:42,Blanco,A-8,118,118,CANTABRIA,-2.95336,43.25788
Bilbao,2007-06-25,22:45:53,Blanco,A-8,118,118,IRUN,-2.95362,43.2578
,2007-06-25,22:44:42,Blanco,A-8,118,118,CANTABRIA,-2.95336,43.25788
Muskiz,2007-06-25,22:42:30,Blanco,A-8,134,134,IRUN,-3.09974,43.33071
,2007-06-25,22:19:39,Blanco,A-8,120,120,IRUN,-2.96792,43.27208
Bilbao,2007-06-25,10:30:04,Blanco,BI-3742,6,7,KASTRESANA,-2.97362,43.26924
,2007-06-25,10:30:04,Blanco,BI-3742,6,7,KASTRESANA,-2.97362,43.26924
Bilbao,2007-06-24,22:00:00,Blanco,A-8,116,116,CANTABRIA,-2.93578,43.2479
Bilbao,2007-06-24,22:00:00,Blanco,A-8,116,116,CANTABRIA,-2.93578,43.2479
Bilbao,2007-06-25,01:13:56,Blanco,A-8,115,115,CANTABRIA,-2.927724,43.24221
Bilbao,2007-06-24,22:45:16,Blanco,A-8,118,116,IRUN,-2.95362,43.2578
Bilbao,2007-06-24,22:45:16,Blanco,A-8,118,118,IRUN,-2.95362,43.2578
Bilbao,2007-06-24,22:10:00,Blanco,A-8,103,103,CANTABRIA,-2.793435,43.23299
Bilbao,2007-06-24,22:00:00,Blanco,A-8,116,116,CANTABRIA,-2.93578,43.2479
Bilbao,2007-06-23,23:03:01,Amarillo,A-8,118,118,CANTABRIA,-2.95336,43.25788
Bilbao,2007-06-23,23:03:01,Negro,A-8,118,118,CANTABRIA,-2.95336,43.25788
Bilbao,2007-06-23,23:03:01,Negro,A-8,118,118,CANTABRIA,-2.95336,43.25788
Bilbao,2007-06-23,23:03:01,Negro,A-8,118,118,CANTABRIA,-2.95336,43.25788
Bilbao,2007-06-22,23:04:18,Amarillo,A-8,118,118,IRUN,-2.95362,43.2578
Bilbao,2007-06-22,23:04:18,Blanco,A-8,118,118,CANTABRIA,-2.95336,43.25788
Bilbao,2007-06-22,23:04:18,Blanco,A-8,118,118,CANTABRIA,-2.95336,43.25788
Erandio,2007-06-21,22:55:12,Blanco,BI-604,4,5,ASUA,-2.95606,43.27935
Berango,2007-06-22,12:25:19,Blanco,BI-637,16,16,KUKULARRA,-2.99885,43.35301
Erandio,2007-06-21,22:55:12,Blanco,BI-604,4,5,ASUA,-2.95606,43.27935
Berango,2007-06-22,12:25:19,Blanco,BI-637,16,16,KUKULARRA,-2.99885,43.35301
Gees,2007-06-22,11:10:17,Blanco,BI-636,14,14,BILBAO,-3.033625,43.21482
Galdakao,2007-06-22,09:26:18,Blanco,N-634,106,106,SANTANDER,-2.889185,43.24773
Bilbao,2007-06-22,09:07:08,Blanco,BI-3742,6,6,KASTRESANA,-2.97362,43.26924
Bilbao,2007-06-22,09:07:08,Blanco,BI-3742,6,6,KASTRESANA,-2.97362,43.26924
Erandio,2007-06-21,22:55:12,Blanco,BI-604,4,5,ASUA,-2.95606,43.27935
,2007-06-21,22:55:12,Blanco,BI-604,4,5,ASUA,-2.95606,43.27935
,2007-06-21,22:55:12,Blanco,BI-604,4,5,ASUA,-2.95606,43.27935
,2007-06-22,00:38:14,Blanco,A-8,123,125,CANTABRIA,-2.994162,43.28455
Barakaldo,2007-06-21,23:04:07,Blanco,A-8,126,126,CANTABRIA,-3.02221,43.30038
Amorebieta-Etxano,2007-06-21,22:57:30,Blanco,A-8,100,100,IRUN,-2.75568,43.23077
,2007-06-21,22:55:12,Blanco,BI-604,4,5,ASUA,-2.95606,43.27935
Bilbao,2007-06-21,09:35:03,Blanco,BI-3742,6,7,KASTRESANA,-2.97362,43.26924
Gees,2007-06-21,09:45:59,Amarillo,BI-636,16,16,BILBAO,-3.04163,43.19785
Galdakao,2007-06-21,09:47:29,Amarillo,N-634,102,102,SANTANDER,-2.849825,43.23083
,2007-06-21,09:45:59,Amarillo,BI-636,16,16,BILBAO,-3.04163,43.19785
Bilbao,2007-06-21,09:35:03,Blanco,BI-3742,6,7,KASTRESANA,-2.97362,43.26924
Bilbao,2007-06-21,09:35:03,Blanco,BI-3742,6,7,KASTRESANA,-2.97362,43.26924
,2007-06-21,08:18:09,Blanco,A-8,136,136,CANTABRIA,-3.11618,43.33962
,2007-06-21,08:18:09,Blanco,A-8,136,136,CANTABRIA,-3.11618,43.33962
,2007-06-21,02:44:55,Blanco,A-8,124,124,CANTABRIA,-3.0047,43.28869
Barakaldo,2007-06-21,00:38:09,Blanco,A-8,124,124,IRUN,-3.005,43.28859
Bilbao,2007-06-20,22:35:08,Blanco,A-8,118,118,CANTABRIA,-2.95336,43.25788
Bilbao,2007-06-20,22:35:08,Blanco,A-8,118,118,CANTABRIA,-2.95336,43.25788
,2007-06-20,22:31:08,Blanco,N-637,18,12,Galdakao,-2.892659,43.28632
Gordexola,2007-06-20,09:23:28,Blanco,BI-636,16,16,CADAGUA,-3.04163,43.19785
Gees,2007-06-20,09:23:28,Blanco,BI-636,16,16,CADAGUA,-3.04163,43.19785
Gees,2007-06-20,10:04:04,Blanco,BI-636,13,13,BILBAO,-3.02295,43.21957
,2007-06-20,09:37:46,Blanco,AP-68,8,7,BILBAO,-2.9047,43.17565
Gees,2007-06-20,09:23:28,Blanco,BI-636,16,16,BILBAO,-3.04163,43.19785
Muskiz,2007-06-20,09:15:17,Blanco,A-8,136,136,CANTABRIA,-3.11618,43.33962
,2007-06-19,23:54:39,Blanco,AP-68,21,21,ZARAGOZA,-2.917043,43.07817
Barakaldo,2007-06-20,00:59:06,Blanco,A-8,123,123,CANTABRIA,-2.994162,43.28455
,2007-06-19,23:54:39,Blanco,AP-68,15,15,ZARAGOZA,-2.923842,43.1286
Bilbao,2007-06-19,22:41:38,Blanco,A-8,118,118,CANTABRIA,-2.95336,43.25788
Bilbao,2007-06-19,22:41:38,Blanco,A-8,118,118,CANTABRIA,-2.95336,43.25788
Gordexola,2007-06-19,10:22:33,Blanco,BI-636,18,18,CADAGUA,-3.06356,43.19168
Muskiz,2007-06-19,08:20:42,Amarillo,A-8,137,137,CANTABRIA,-3.12718,43.34204
,2007-06-19,03:28:31,Blanco,A-8,122,122,CANTABRIA,-2.985859,43.28236
Bilbao,2007-06-18,22:30:26,Blanco,A-8,118,118,CANTABRIA,-2.95336,43.25788
Bilbao,2007-06-18,22:30:26,Blanco,A-8,118,118,CANTABRIA,-2.95336,43.25788
Getxo,2007-06-18,10:38:35,Blanco,BI-637,15,15,KURTXES(BERANGO),-2.99255,43.34514
Gordexola,2007-06-18,09:37:18,Amarillo,BI-636,18,18,CADAGUA,-3.06356,43.19168
Gordexola,2007-06-18,09:37:18,Amarillo,BI-636,18,18,CADAGUA,-3.06356,43.19168
Muskiz,2007-06-18,09:27:35,Blanco,A-8,136,137,CANTABRIA,-3.11618,43.33962
Muskiz,2007-06-18,09:27:35,Blanco,A-8,136,137,CANTABRIA,-3.11618,43.33962
Orozko,2007-06-18,09:03:26,Blanco,AP-68,17,17,ZARAGOZA,-2.914389,43.11283
Mungia,2007-06-18,01:58:57,Blanco,N-637,28,28,Barakaldo,-2.802005,43.23886
Bilbao,2007-06-17,23:57:04,Blanco,A-8,118,118,CANTABRIA,-2.95336,43.25788
Bilbao,2007-06-17,23:57:04,Blanco,A-8,118,118,CANTABRIA,-2.95336,43.25788
Bilbao,2007-06-16,22:24:50,Blanco,BI-604,3,3,BILBAO,-2.948006,43.27291
Bilbao,2007-06-14,22:38:41,Blanco,A-8,118,118,CANTABRIA,-2.95336,43.25788
Barakaldo,2007-06-14,23:43:38,Blanco,N-637,19,19,Galdakao,-2.882045,43.28189
Bilbao,2007-06-14,22:38:41,Blanco,A-8,118,118,CANTABRIA,-2.95336,43.25788
,2007-06-14,10:12:04,Blanco,BI-604,3,3,BILBAO,-2.948006,43.27291
,2007-06-14,09:32:19,Amarillo,N-634,100,100,DONOSTIA/SAN SEBASTIN,-2.828036,43.23189
,2007-06-13,22:36:15,Blanco,AP-68,12,12,BILBAO,-2.937925,43.15139
Bilbao,2007-06-13,22:47:04,Blanco,A-8,118,118,CANTABRIA,-2.95336,43.25788
Bilbao,2007-06-13,22:47:04,Blanco,A-8,118,118,CANTABRIA,-2.95336,43.25788
Bilbao,2007-06-13,22:47:04,Blanco,A-8,118,118,CANTABRIA,-2.95336,43.25788
Arrankudiaga,2007-06-13,22:36:15,Blanco,AP-68,10,10,BILBAO,-2.920572,43.16348
,2007-06-13,09:32:36,Amarillo,N-634,106,106,SANTANDER,-2.889185,43.24773
,2007-06-12,22:01:30,Blanco,AP-68,12,12,ZARAGOZA,-2.93799,43.15182
Balmaseda,2007-06-11,11:59:26,Blanco,BI-636,6,9,BILBAO,-2.96896,43.25747
,2007-06-12,22:01:30,Blanco,AP-68,12,12,ZARAGOZA,-2.93799,43.15182
Balmaseda,2007-06-11,11:59:26,Blanco,BI-636,6,9,BILBAO,-2.96896,43.25747
Gordexola,2007-06-11,09:34:50,Blanco,BI-636,17,17,CADAGUA,-3.05277,43.19161
,2007-06-12,22:01:30,Blanco,AP-68,12,12,ZARAGOZA,-2.93799,43.15182
Bilbao,2007-06-12,20:42:24,Blanco,A-8,118,118,CANTABRIA,-2.95336,43.25788
Bilbao,2007-06-12,20:41:07,Blanco,A-8,118,118,IRUN,-2.95362,43.2578
,2007-06-12,09:29:29,Blanco,N-634,103,103,SANTANDER,-2.861065,43.23255
Muskiz,2007-06-12,03:28:08,Blanco,A-8,138,138,CANTABRIA,-3.13918,43.34282
Bilbao,2007-06-11,23:22:15,Blanco,A-8,119,119,CANTABRIA,-2.96142,43.26417
Balmaseda,2007-06-11,11:59:26,Blanco,BI-636,6,9,BILBAO,-2.96896,43.25747
Gordexola,2007-06-11,09:34:50,Blanco,BI-636,17,17,CADAGUA,-3.05277,43.19161
,2007-06-11,08:27:01,Amarillo,AP-68,15,15,BILBAO,-2.923555,43.12848
,2007-06-11,08:25:53,Amarillo,AP-68,19,19,BILBAO,-2.918417,43.09539
Gordexola,2007-06-11,06:55:41,Blanco,BI-636,16,16,BILBAO,-3.04163,43.19785
,2007-06-11,06:55:41,Blanco,BI-636,16,16,BILBAO,-3.04163,43.19785
,2007-06-11,03:03:00,Blanco,A-8,0,0,CANTABRIA,-1.753419,43.33963
Bilbao,2007-06-11,00:43:43,,A-8,116,116,CANTABRIA,-2.93578,43.2479
Abadio,2007-02-14,09:31:51,Blanco,BI-3323,31,31,ABADIO,-2.61036,43.16851
Basauri,2007-06-08,13:06:01,Blanco,A-8,111,111,CANTABRIA,-2.883459,43.231
Basauri,2007-06-08,13:06:39,Blanco,A-8,111,111,IRUN,-2.88343,43.2309
Basauri,2007-06-08,13:06:01,Blanco,A-8,111,111,CANTABRIA,-2.883459,43.231
Portugalete,2007-06-08,11:20:21,Blanco,A-8,125,125,CANTABRIA,-3.01544,43.29313
Arrigorriaga,2007-06-07,22:24:33,Blanco,AP-68,6,6,BILBAO,-2.895705,43.19079
Galdakao,2007-06-08,01:49:12,Blanco,BI-625,387,387,BILBAO,-2.869607,43.23562
Bilbao,2007-06-07,23:44:37,Blanco,A-8,113,113,IRUN,-2.90804,43.23352
Arrigorriaga,2007-06-07,22:24:33,Blanco,AP-68,6,6,BILBAO,-2.895705,43.19079
Arrigorriaga,2007-06-07,22:24:33,Blanco,AP-68,6,6,BILBAO,-2.895705,43.19079
Getxo,2007-06-07,12:31:23,Blanco,BI-637,16,16,KUKULARRA,-2.99885,43.35301
Basauri,2007-06-07,11:13:03,Blanco,A-8,110,110,IRUN,-2.87208,43.23117
Basauri,2007-06-07,11:12:24,Blanco,A-8,111,111,CANTABRIA,-2.883459,43.231
Alonsotegi,2007-06-05,08:05:27,Blanco,BI-636,10,6,BILBAO,-3.004337,43.23591
Bilbao,2007-06-07,09:57:00,Blanco,BI-631,1,1,Bermeo,-2.92278,43.24772
Gees,2007-06-07,09:27:53,Blanco,BI-636,17,17,CADAGUA,-3.05277,43.19161
Basauri,2007-06-07,08:59:19,Blanco,BI-625,385,385,BILBAO,-2.88029,43.21714
Bilbao,2007-06-06,23:30:52,Blanco,A-8,117,117,CANTABRIA,-2.94514,43.25163
,2007-06-06,10:14:44,Blanco,BI-637,16,16,KUKULARRA,-2.99885,43.35301
Alonsotegi,2007-06-05,08:05:27,Blanco,BI-636,10,6,BILBAO,-3.004337,43.23591
Alonsotegi,2007-06-05,08:05:27,Blanco,BI-636,10,6,BILBAO,-3.004337,43.23591
Arrankudiaga,2007-06-05,10:02:27,Blanco,AP-68,21,21,BILBAO,-2.91702,43.07784
Arrankudiaga,2007-06-05,10:02:27,Blanco,AP-68,21,21,BILBAO,-2.91702,43.07784
,2007-06-05,08:05:27,Blanco,BI-636,10,6,BILBAO,-3.004337,43.23591
Berango,2007-06-05,09:04:26,Blanco,BI-637,16,16,KUKULARRA,-2.99885,43.35301
Gordexola,2007-06-05,09:03:29,Blanco,BI-636,17,17,BILBAO,-3.05277,43.19161
,2007-06-05,08:05:27,Blanco,BI-636,10,6,BILBAO,-3.004337,43.23591
Abadio,2007-02-14,09:31:51,Blanco,BI-3323,31,31,ABADIO,-2.61036,43.16851
Alonsotegi,2007-06-04,09:29:45,Blanco,BI-636,9,10,BILBAO,-2.993629,43.24061
,2007-06-04,09:29:45,Blanco,BI-636,9,10,BILBAO,-2.993629,43.24061
Alonsotegi,2007-06-04,10:47:17,Amarillo,BI-636,6,10,BILBAO,-2.96896,43.25747
Gordexola,2007-06-04,09:29:45,Blanco,BI-636,17,17,BILBAO,-3.05277,43.19161
Berango,2007-06-04,09:07:04,Blanco,BI-637,17,15,KUKULARRA,-3.00177,43.36153
Portugalete,2007-06-03,23:08:42,Amarillo,A-8,128,128,CANTABRIA,-3.03744,43.31263
Zalla,2007-06-01,08:59:00,Blanco,BI-636,26,26,CADAGUA,-3.14689,43.19862
,2007-06-01,08:59:00,Blanco,BI-636,26,26,CADAGUA,-3.14689,43.19862
Galdakao,2007-05-31,20:41:39,Blanco,A-8,109,110,CANTABRIA,-2.860058,43.23475
Arrigorriaga,2007-05-31,14:33:02,Blanco,AP-68,7,7,ZARAGOZA,-2.896885,43.18242
Artzentales,2007-05-31,09:21:38,Blanco,BI-630,40,40,CARRANZA,-3.23468,43.24345
Gees,2007-05-31,09:00:54,Blanco,BI-636,16,16,CADAGUA,-3.04163,43.19785
,2007-05-31,14:33:02,Blanco,AP-68,7,7,ZARAGOZA,-2.896885,43.18242
,2007-05-31,14:33:02,Blanco,AP-68,7,7,ZARAGOZA,-2.896885,43.18242
,2007-05-31,09:21:38,Blanco,BI-630,40,40,CARRANZA,-3.23468,43.24345
,2007-05-31,09:00:54,Blanco,BI-636,16,16,CADAGUA,-3.04163,43.19785
Valle de Trpaga-Trapagaran,2007-05-31,08:49:14,Blanco,A-8,136,136,IRUN,-3.11643,43.33947
Getxo,2007-05-31,00:22:34,Blanco,BI-637,15,15,KURTXES(BERANGO),-2.99255,43.34514
Galdakao,2007-05-30,08:52:09,Blanco,N-637,27,27,Galdakao,-2.803451,43.24778
Muskiz,2007-05-30,08:55:13,Blanco,A-8,136,136,CANTABRIA,-3.11618,43.33962
Valle de Trpaga-Trapagaran,2007-05-30,08:55:13,Blanco,A-8,136,136,CANTABRIA,-3.11618,43.33962
Valle de Trpaga-Trapagaran,2007-05-30,08:55:13,Blanco,A-8,136,136,CANTABRIA,-3.11618,43.33962
